attack,method,seed,round,acc
FANG,TrimmedMean (non-DP),0,70,0.5075
FANG,TrimmedMean (non-DP),0,75,0.5027
FANG,TrimmedMean (non-DP),0,80,0.4969
FANG,TrimmedMean (non-DP),0,85,0.5247
FANG,TrimmedMean (non-DP),0,90,0.5056
FANG,TrimmedMean (non-DP),0,95,0.511
FANG,TrimmedMean (non-DP),0,100,0.5273
FANG,TrimmedMean (non-DP),0,105,0.5256
FANG,TrimmedMean (non-DP),0,110,0.5147
FANG,TrimmedMean (non-DP),0,115,0.5363
FANG,TrimmedMean (non-DP),0,120,0.5071
FANG,TrimmedMean (non-DP),0,125,0.5343
FANG,TrimmedMean (non-DP),0,130,0.5406
FANG,TrimmedMean (non-DP),0,135,0.5451
FANG,TrimmedMean (non-DP),0,140,0.5447
FANG,TrimmedMean (non-DP),0,145,0.5457
FANG,TrimmedMean (non-DP),0,150,0.5582
FANG,TrimmedMean (non-DP),0,155,0.578
FANG,TrimmedMean (non-DP),0,160,0.5602
FANG,TrimmedMean (non-DP),0,165,0.5686
FANG,TrimmedMean (non-DP),0,170,0.5747
FANG,TrimmedMean (non-DP),0,175,0.5714
FANG,TrimmedMean (non-DP),0,180,0.565
FANG,TrimmedMean (non-DP),1,0,0.1713
FANG,TrimmedMean (non-DP),1,5,0.4439
FANG,TrimmedMean (non-DP),1,10,0.4847
FANG,TrimmedMean (non-DP),1,15,0.5123
FANG,TrimmedMean (non-DP),1,20,0.5205
FANG,TrimmedMean (non-DP),1,25,0.481
FANG,TrimmedMean (non-DP),1,30,0.5382
FANG,TrimmedMean (non-DP),1,35,0.5226
FANG,TrimmedMean (non-DP),1,40,0.511
FANG,TrimmedMean (non-DP),1,45,0.5145
FANG,TrimmedMean (non-DP),1,50,0.4944
FANG,TrimmedMean (non-DP),1,55,0.5302
FANG,TrimmedMean (non-DP),1,60,0.5046
FANG,TrimmedMean (non-DP),1,65,0.535
FANG,TrimmedMean (non-DP),1,70,0.5407
FANG,TrimmedMean (non-DP),1,75,0.551
FANG,TrimmedMean (non-DP),1,80,0.5725
FANG,TrimmedMean (non-DP),1,85,0.5467
FANG,TrimmedMean (non-DP),1,90,0.5698
FANG,TrimmedMean (non-DP),1,95,0.5596
FANG,TrimmedMean (non-DP),1,100,0.5745
FANG,TrimmedMean (non-DP),1,105,0.563
FANG,TrimmedMean (non-DP),1,110,0.584
FANG,TrimmedMean (non-DP),1,115,0.5799
FANG,TrimmedMean (non-DP),1,120,0.5766
FANG,TrimmedMean (non-DP),1,125,0.5843
FANG,TrimmedMean (non-DP),1,130,0.5823
FANG,TrimmedMean (non-DP),1,135,0.6
FANG,TrimmedMean (non-DP),1,140,0.6032
FANG,TrimmedMean (non-DP),1,145,0.6042
FANG,TrimmedMean (non-DP),1,150,0.6056
FANG,TrimmedMean (non-DP),1,155,0.5972
FANG,TrimmedMean (non-DP),1,160,0.6049
FANG,TrimmedMean (non-DP),1,165,0.6117
FANG,TrimmedMean (non-DP),1,170,0.6006
FANG,TrimmedMean (non-DP),1,175,0.6056
FANG,TrimmedMean (non-DP),1,180,0.6112
FANG,TrimmedMean (non-DP),2,0,0.1001
FANG,TrimmedMean (non-DP),2,5,0.4491
FANG,TrimmedMean (non-DP),2,10,0.5449
FANG,TrimmedMean (non-DP),2,15,0.5685
FANG,TrimmedMean (non-DP),2,20,0.56
FANG,TrimmedMean (non-DP),2,25,0.5619
FANG,TrimmedMean (non-DP),2,30,0.5895
FANG,TrimmedMean (non-DP),2,35,0.5581
FANG,TrimmedMean (non-DP),2,40,0.5523
FANG,TrimmedMean (non-DP),2,45,0.5185
FANG,TrimmedMean (non-DP),2,50,0.4806
FANG,TrimmedMean (non-DP),2,55,0.5258
FANG,TrimmedMean (non-DP),2,60,0.516
FANG,TrimmedMean (non-DP),2,65,0.4942
FANG,TrimmedMean (non-DP),2,70,0.5012
FANG,TrimmedMean (non-DP),2,75,0.5188
FANG,TrimmedMean (non-DP),2,80,0.5068
FANG,TrimmedMean (non-DP),2,85,0.5238
FANG,TrimmedMean (non-DP),2,90,0.5264
FANG,TrimmedMean (non-DP),2,95,0.556
FANG,TrimmedMean (non-DP),2,100,0.5527
FANG,TrimmedMean (non-DP),2,105,0.5666
FANG,TrimmedMean (non-DP),2,110,0.5782
FANG,TrimmedMean (non-DP),2,115,0.5712
FANG,TrimmedMean (non-DP),2,120,0.571
FANG,TrimmedMean (non-DP),2,125,0.554
FANG,TrimmedMean (non-DP),2,130,0.5452
FANG,TrimmedMean (non-DP),2,135,0.5573
FANG,TrimmedMean (non-DP),2,140,0.5421
FANG,TrimmedMean (non-DP),2,145,0.5403
FANG,TrimmedMean (non-DP),2,150,0.5589
FANG,TrimmedMean (non-DP),2,155,0.5445
FANG,TrimmedMean (non-DP),2,160,0.5427
FANG,TrimmedMean (non-DP),2,165,0.546
FANG,TrimmedMean (non-DP),2,170,0.5409
FANG,TrimmedMean (non-DP),2,175,0.5457
FANG,TrimmedMean (non-DP),2,180,0.5451
FANG,Krum (non-DP),0,0,0.0427
FANG,Krum (non-DP),0,5,0.4396
FANG,Krum (non-DP),0,10,0.3874
FANG,Krum (non-DP),0,15,0.5161
FANG,Krum (non-DP),0,20,0.5289
FANG,Krum (non-DP),0,25,0.5745
FANG,Krum (non-DP),0,30,0.6251
FANG,Krum (non-DP),0,35,0.5588
FANG,Krum (non-DP),0,40,0.581
FANG,Krum (non-DP),0,45,0.6347
FANG,Krum (non-DP),0,50,0.6582
FANG,Krum (non-DP),0,55,0.6599
FANG,Krum (non-DP),0,60,0.6934
FANG,Krum (non-DP),0,65,0.6475
FANG,Krum (non-DP),0,70,0.6722
FANG,Krum (non-DP),0,75,0.6706
FANG,Krum (non-DP),0,80,0.7052
FANG,Krum (non-DP),0,85,0.6974
FANG,Krum (non-DP),0,90,0.7155
FANG,Krum (non-DP),0,95,0.7168
FANG,Krum (non-DP),0,100,0.7069
FANG,Krum (non-DP),0,105,0.7059
FANG,Krum (non-DP),0,110,0.7173
FANG,Krum (non-DP),0,115,0.7168
FANG,Krum (non-DP),0,120,0.7225
FANG,Krum (non-DP),0,125,0.7219
FANG,Krum (non-DP),0,130,0.7303
FANG,Krum (non-DP),0,135,0.7251
FANG,Krum (non-DP),0,140,0.7256
FANG,Krum (non-DP),0,145,0.7353
FANG,Krum (non-DP),0,150,0.7339
FANG,Krum (non-DP),0,155,0.7337
FANG,Krum (non-DP),0,160,0.7304
FANG,Krum (non-DP),0,165,0.7294
FANG,Krum (non-DP),0,170,0.7306
FANG,Krum (non-DP),0,175,0.7292
FANG,Krum (non-DP),0,180,0.7401
FANG,Krum (non-DP),1,0,0.1713
FANG,Krum (non-DP),1,5,0.3838
FANG,Krum (non-DP),1,10,0.5047
FANG,Krum (non-DP),1,15,0.5746
FANG,Krum (non-DP),1,20,0.5919
FANG,Krum (non-DP),1,25,0.4979
FANG,Krum (non-DP),1,30,0.6374
FANG,Krum (non-DP),1,35,0.6766
FANG,Krum (non-DP),1,40,0.6202
FANG,Krum (non-DP),1,45,0.684
FANG,Krum (non-DP),1,50,0.712
FANG,Krum (non-DP),1,55,0.7128
FANG,Krum (non-DP),1,60,0.7112
FANG,Krum (non-DP),1,65,0.7055
FANG,Krum (non-DP),1,70,0.7158
FANG,Krum (non-DP),1,75,0.6957
FANG,Krum (non-DP),1,80,0.6955
FANG,Krum (non-DP),1,85,0.6864
FANG,Krum (non-DP),1,90,0.683
FANG,Krum (non-DP),1,95,0.6857
FANG,Krum (non-DP),1,100,0.689
FANG,Krum (non-DP),1,105,0.7002
FANG,Krum (non-DP),1,110,0.7162
FANG,Krum (non-DP),1,115,0.7166
FANG,Krum (non-DP),1,120,0.7242
FANG,Krum (non-DP),1,125,0.722
FANG,Krum (non-DP),1,130,0.7207
FANG,Krum (non-DP),1,135,0.7203
FANG,Krum (non-DP),1,140,0.7206
FANG,Krum (non-DP),1,145,0.7188
FANG,Krum (non-DP),1,150,0.7208
FANG,Krum (non-DP),1,155,0.724
FANG,Krum (non-DP),1,160,0.7197
FANG,Krum (non-DP),1,165,0.7226
FANG,Krum (non-DP),1,170,0.7253
FANG,Krum (non-DP),1,175,0.7269
FANG,Krum (non-DP),1,180,0.7275
FANG,Krum (non-DP),2,0,0.1001
FANG,Krum (non-DP),2,5,0.3891
FANG,Krum (non-DP),2,10,0.5648
FANG,Krum (non-DP),2,15,0.5575
FANG,Krum (non-DP),2,20,0.6369
FANG,Krum (non-DP),2,25,0.6543
FANG,Krum (non-DP),2,30,0.6697
FANG,Krum (non-DP),2,35,0.6607
FANG,Krum (non-DP),2,40,0.665
FANG,Krum (non-DP),2,45,0.6482
FANG,Krum (non-DP),2,50,0.6846
FANG,Krum (non-DP),2,55,0.6635
FANG,Krum (non-DP),2,60,0.6693
FANG,Krum (non-DP),2,65,0.6596
FANG,Krum (non-DP),2,70,0.6891
FANG,Krum (non-DP),2,75,0.6885
FANG,Krum (non-DP),2,80,0.6858
FANG,Krum (non-DP),2,85,0.6913
FANG,Krum (non-DP),2,90,0.6789
FANG,Krum (non-DP),2,95,0.6668
FANG,Krum (non-DP),2,100,0.6773
FANG,Krum (non-DP),2,105,0.6783
FANG,Krum (non-DP),2,110,0.7136
FANG,Krum (non-DP),2,115,0.7024
FANG,Krum (non-DP),2,120,0.7068
FANG,Krum (non-DP),2,125,0.6918
FANG,Krum (non-DP),2,130,0.6989
FANG,Krum (non-DP),2,135,0.6964
FANG,Krum (non-DP),2,140,0.7224
FANG,Krum (non-DP),2,145,0.7178
FANG,Krum (non-DP),2,150,0.7096
FANG,Krum (non-DP),2,155,0.714
FANG,Krum (non-DP),2,160,0.7123
FANG,Krum (non-DP),2,165,0.7092
FANG,Krum (non-DP),2,170,0.7121
FANG,Krum (non-DP),2,175,0.7101
FANG,Krum (non-DP),2,180,0.7166
FANG,Bulyan (non-DP),0,0,0.0427
FANG,Bulyan (non-DP),0,5,0.3401
FANG,Bulyan (non-DP),0,10,0.3043
FANG,Bulyan (non-DP),0,15,0.4061
FANG,Bulyan (non-DP),0,20,0.4196
FANG,Bulyan (non-DP),0,25,0.3844
FANG,Bulyan (non-DP),0,30,0.4041
FANG,Bulyan (non-DP),0,35,0.3916
FANG,Bulyan (non-DP),0,40,0.387
FANG,Bulyan (non-DP),0,45,0.405
FANG,Bulyan (non-DP),0,50,0.3962
FANG,Bulyan (non-DP),0,55,0.4148
FANG,Bulyan (non-DP),0,60,0.3998
FANG,Bulyan (non-DP),0,65,0.4467
FANG,Bulyan (non-DP),0,70,0.4356
FANG,Bulyan (non-DP),0,75,0.4621
FANG,Bulyan (non-DP),0,80,0.435
FANG,Bulyan (non-DP),0,85,0.5221
FANG,Bulyan (non-DP),0,90,0.4937
FANG,Bulyan (non-DP),0,95,0.496
FANG,Bulyan (non-DP),0,100,0.504
FANG,Bulyan (non-DP),0,105,0.4993
FANG,Bulyan (non-DP),0,110,0.5061
FANG,Bulyan (non-DP),0,115,0.5189
FANG,Bulyan (non-DP),0,120,0.522
FANG,Bulyan (non-DP),0,125,0.5128
FANG,Bulyan (non-DP),0,130,0.5195
FANG,Bulyan (non-DP),0,135,0.5132
FANG,Bulyan (non-DP),0,140,0.5136
FANG,Bulyan (non-DP),0,145,0.4902
FANG,Bulyan (non-DP),0,150,0.5087
FANG,Bulyan (non-DP),0,155,0.5221
FANG,Bulyan (non-DP),0,160,0.5332
FANG,Bulyan (non-DP),0,165,0.5072
FANG,Bulyan (non-DP),0,170,0.5135
FANG,Bulyan (non-DP),0,175,0.5212
FANG,Bulyan (non-DP),0,180,0.5186
FANG,Bulyan (non-DP),1,0,0.1713
FANG,Bulyan (non-DP),1,5,0.2889
FANG,Bulyan (non-DP),1,10,0.3193
FANG,Bulyan (non-DP),1,15,0.4514
FANG,Bulyan (non-DP),1,20,0.4244
FANG,Bulyan (non-DP),1,25,0.4581
FANG,Bulyan (non-DP),1,30,0.5652
FANG,Bulyan (non-DP),1,35,0.3808
FANG,Bulyan (non-DP),1,40,0.5928
FANG,Bulyan (non-DP),1,45,0.6163
FANG,Bulyan (non-DP),1,50,0.6179
FANG,Bulyan (non-DP),1,55,0.6195
FANG,Bulyan (non-DP),1,60,0.634
FANG,Bulyan (non-DP),1,65,0.6311
FANG,Bulyan (non-DP),1,70,0.6498
FANG,Bulyan (non-DP),1,75,0.6575
FANG,Bulyan (non-DP),1,80,0.6618
FANG,Bulyan (non-DP),1,85,0.657
FANG,Bulyan (non-DP),1,90,0.6664
FANG,Bulyan (non-DP),1,95,0.6668
FANG,Bulyan (non-DP),1,100,0.678
FANG,Bulyan (non-DP),1,105,0.68
FANG,Bulyan (non-DP),1,110,0.678
FANG,Bulyan (non-DP),1,115,0.6797
FANG,Bulyan (non-DP),1,120,0.6841
FANG,Bulyan (non-DP),1,125,0.6896
FANG,Bulyan (non-DP),1,130,0.6844
FANG,Bulyan (non-DP),1,135,0.6843
FANG,Bulyan (non-DP),1,140,0.6951
FANG,Bulyan (non-DP),1,145,0.7014
FANG,Bulyan (non-DP),1,150,0.697
FANG,Bulyan (non-DP),1,155,0.7022
FANG,Bulyan (non-DP),1,160,0.7015
FANG,Bulyan (non-DP),1,165,0.7058
FANG,Bulyan (non-DP),1,170,0.704
FANG,Bulyan (non-DP),1,175,0.704
FANG,Bulyan (non-DP),1,180,0.7055
FANG,Bulyan (non-DP),2,0,0.1001
FANG,Bulyan (non-DP),2,5,0.3503
FANG,Bulyan (non-DP),2,10,0.4307
FANG,Bulyan (non-DP),2,15,0.3274
FANG,Bulyan (non-DP),2,20,0.3806
FANG,Bulyan (non-DP),2,25,0.3057
FANG,Bulyan (non-DP),2,30,0.4066
FANG,Bulyan (non-DP),2,35,0.5072
FANG,Bulyan (non-DP),2,40,0.3974
FANG,Bulyan (non-DP),2,45,0.3616
FANG,Bulyan (non-DP),2,50,0.3956
FANG,Bulyan (non-DP),2,55,0.4062
FANG,Bulyan (non-DP),2,60,0.4308
FANG,Bulyan (non-DP),2,65,0.4323
FANG,Bulyan (non-DP),2,70,0.4226
FANG,Bulyan (non-DP),2,75,0.4443
FANG,Bulyan (non-DP),2,80,0.4512
FANG,Bulyan (non-DP),2,85,0.4513
FANG,Bulyan (non-DP),2,90,0.5027
FANG,Bulyan (non-DP),2,95,0.4967
FANG,Bulyan (non-DP),2,100,0.506
FANG,Bulyan (non-DP),2,105,0.5099
FANG,Bulyan (non-DP),2,110,0.5061
FANG,Bulyan (non-DP),2,115,0.5317
FANG,Bulyan (non-DP),2,120,0.5448
FANG,Bulyan (non-DP),2,125,0.5023
FANG,Bulyan (non-DP),2,130,0.6131
FANG,Bulyan (non-DP),2,135,0.5578
FANG,Bulyan (non-DP),2,140,0.5598
FANG,Bulyan (non-DP),2,145,0.5976
FANG,Bulyan (non-DP),2,150,0.6512
FANG,Bulyan (non-DP),2,155,0.6076
FANG,Bulyan (non-DP),2,160,0.6071
FANG,Bulyan (non-DP),2,165,0.6527
FANG,Bulyan (non-DP),2,170,0.6026
FANG,Bulyan (non-DP),2,175,0.5755
FANG,Bulyan (non-DP),2,180,0.5718
